year,source,country,value
2003-01-01,domestic private excluding out-of-pocket,Sierra Leone,0.57
2004-01-01,domestic private excluding out-of-pocket,Sierra Leone,0.54
2005-01-01,domestic private excluding out-of-pocket,Sierra Leone,0.51
2006-01-01,domestic private excluding out-of-pocket,Sierra Leone,0.5
2007-01-01,domestic private excluding out-of-pocket,Sierra Leone,0.54
2008-01-01,domestic private excluding out-of-pocket,Sierra Leone,0.54
2009-01-01,domestic private excluding out-of-pocket,Sierra Leone,0.49
2010-01-01,domestic private excluding out-of-pocket,Sierra Leone,0.42
2011-01-01,domestic private excluding out-of-pocket,Sierra Leone,0.45
2012-01-01,domestic private excluding out-of-pocket,Sierra Leone,0.51
2013-01-01,domestic private excluding out-of-pocket,Sierra Leone,0.47
2014-01-01,domestic private excluding out-of-pocket,Sierra Leone,5.11
2015-01-01,domestic private excluding out-of-pocket,Sierra Leone,5.12
2016-01-01,domestic private excluding out-of-pocket,Sierra Leone,6.29
2017-01-01,domestic private excluding out-of-pocket,Sierra Leone,1.67
2018-01-01,domestic private excluding out-of-pocket,Sierra Leone,0.86
2019-01-01,domestic private excluding out-of-pocket,Sierra Leone,1.29
2020-01-01,domestic private excluding out-of-pocket,Sierra Leone,1.11
2021-01-01,domestic private excluding out-of-pocket,Sierra Leone,0.29
2000-01-01,domestic private excluding out-of-pocket,South Africa,199.132
2001-01-01,domestic private excluding out-of-pocket,South Africa,209.854
2002-01-01,domestic private excluding out-of-pocket,South Africa,201.264
2003-01-01,domestic private excluding out-of-pocket,South Africa,179.388
2004-01-01,domestic private excluding out-of-pocket,South Africa,186.741
2005-01-01,domestic private excluding out-of-pocket,South Africa,164.001
2006-01-01,domestic private excluding out-of-pocket,South Africa,167.773
2007-01-01,domestic private excluding out-of-pocket,South Africa,171.764
2008-01-01,domestic private excluding out-of-pocket,South Africa,184.172
2009-01-01,domestic private excluding out-of-pocket,South Africa,182.729
2010-01-01,domestic private excluding out-of-pocket,South Africa,183.861
2011-01-01,domestic private excluding out-of-pocket,South Africa,192.383
2012-01-01,domestic private excluding out-of-pocket,South Africa,199.578
2013-01-01,domestic private excluding out-of-pocket,South Africa,207.747
2014-01-01,domestic private excluding out-of-pocket,South Africa,216.321
2015-01-01,domestic private excluding out-of-pocket,South Africa,210.584
2016-01-01,domestic private excluding out-of-pocket,South Africa,210.963
2017-01-01,domestic private excluding out-of-pocket,South Africa,211.504
2018-01-01,domestic private excluding out-of-pocket,South Africa,214.705
2019-01-01,domestic private excluding out-of-pocket,South Africa,210.292
2020-01-01,domestic private excluding out-of-pocket,South Africa,183.808
2021-01-01,domestic private excluding out-of-pocket,South Africa,190.733
2000-01-01,domestic private excluding out-of-pocket,South Africa,9322.04
2001-01-01,domestic private excluding out-of-pocket,South Africa,9911.367
2002-01-01,domestic private excluding out-of-pocket,South Africa,9592.555
2003-01-01,domestic private excluding out-of-pocket,South Africa,8629.291
2004-01-01,domestic private excluding out-of-pocket,South Africa,9067.41
2005-01-01,domestic private excluding out-of-pocket,South Africa,8038.851
2006-01-01,domestic private excluding out-of-pocket,South Africa,8303.368
2007-01-01,domestic private excluding out-of-pocket,South Africa,8587.529
2008-01-01,domestic private excluding out-of-pocket,South Africa,9312.782
2009-01-01,domestic private excluding out-of-pocket,South Africa,9350.4
2010-01-01,domestic private excluding out-of-pocket,South Africa,9521.239
2011-01-01,domestic private excluding out-of-pocket,South Africa,10089.204
2012-01-01,domestic private excluding out-of-pocket,South Africa,10606.555
2013-01-01,domestic private excluding out-of-pocket,South Africa,11192.089
2014-01-01,domestic private excluding out-of-pocket,South Africa,11839.144
2015-01-01,domestic private excluding out-of-pocket,South Africa,11766.679
2016-01-01,domestic private excluding out-of-pocket,South Africa,11903.003
2017-01-01,domestic private excluding out-of-pocket,South Africa,11979.83
2018-01-01,domestic private excluding out-of-pocket,South Africa,12311.114
2019-01-01,domestic private excluding out-of-pocket,South Africa,12215.245
2020-01-01,domestic private excluding out-of-pocket,South Africa,10808.256
2021-01-01,domestic private excluding out-of-pocket,South Africa,11328.076
2000-01-01,domestic private excluding out-of-pocket,South Africa,3.544
2001-01-01,domestic private excluding out-of-pocket,South Africa,3.669
2002-01-01,domestic private excluding out-of-pocket,South Africa,3.424
2003-01-01,domestic private excluding out-of-pocket,South Africa,2.992
2004-01-01,domestic private excluding out-of-pocket,South Africa,3.007
2005-01-01,domestic private excluding out-of-pocket,South Africa,2.532
2006-01-01,domestic private excluding out-of-pocket,South Africa,2.477
2007-01-01,domestic private excluding out-of-pocket,South Africa,2.431
2008-01-01,domestic private excluding out-of-pocket,South Africa,2.555
2009-01-01,domestic private excluding out-of-pocket,South Africa,2.605
2010-01-01,domestic private excluding out-of-pocket,South Africa,2.575
2011-01-01,domestic private excluding out-of-pocket,South Africa,2.644
2012-01-01,domestic private excluding out-of-pocket,South Africa,2.715
2013-01-01,domestic private excluding out-of-pocket,South Africa,2.795
2014-01-01,domestic private excluding out-of-pocket,South Africa,2.916
2015-01-01,domestic private excluding out-of-pocket,South Africa,2.86
2016-01-01,domestic private excluding out-of-pocket,South Africa,2.874
2017-01-01,domestic private excluding out-of-pocket,South Africa,2.859
2018-01-01,domestic private excluding out-of-pocket,South Africa,2.894
2019-01-01,domestic private excluding out-of-pocket,South Africa,2.864
2020-01-01,domestic private excluding out-of-pocket,South Africa,2.694
2021-01-01,domestic private excluding out-of-pocket,South Africa,2.697
2000-01-01,domestic private excluding out-of-pocket,South Africa,32.57
2001-01-01,domestic private excluding out-of-pocket,South Africa,33.99
2002-01-01,domestic private excluding out-of-pocket,South Africa,33.89
2003-01-01,domestic private excluding out-of-pocket,South Africa,29.82
2004-01-01,domestic private excluding out-of-pocket,South Africa,30.23
2005-01-01,domestic private excluding out-of-pocket,South Africa,26.95
2006-01-01,domestic private excluding out-of-pocket,South Africa,26.48
2007-01-01,domestic private excluding out-of-pocket,South Africa,26.04
2008-01-01,domestic private excluding out-of-pocket,South Africa,26.33
2009-01-01,domestic private excluding out-of-pocket,South Africa,25.41
2010-01-01,domestic private excluding out-of-pocket,South Africa,24.83
2011-01-01,domestic private excluding out-of-pocket,South Africa,24.97
2012-01-01,domestic private excluding out-of-pocket,South Africa,25.33
2013-01-01,domestic private excluding out-of-pocket,South Africa,25.65
2014-01-01,domestic private excluding out-of-pocket,South Africa,27.03
2015-01-01,domestic private excluding out-of-pocket,South Africa,26.21
2016-01-01,domestic private excluding out-of-pocket,South Africa,26.24
2017-01-01,domestic private excluding out-of-pocket,South Africa,26.39
2018-01-01,domestic private excluding out-of-pocket,South Africa,26.4
2019-01-01,domestic private excluding out-of-pocket,South Africa,25.82
2020-01-01,domestic private excluding out-of-pocket,South Africa,23.95
2021-01-01,domestic private excluding out-of-pocket,South Africa,24.63
2000-01-01,domestic private excluding out-of-pocket,South Sudan,
2001-01-01,domestic private excluding out-of-pocket,South Sudan,
2002-01-01,domestic private excluding out-of-pocket,South Sudan,
2003-01-01,domestic private excluding out-of-pocket,South Sudan,
2004-01-01,domestic private excluding out-of-pocket,South Sudan,
2005-01-01,domestic private excluding out-of-pocket,South Sudan,
2006-01-01,domestic private excluding out-of-pocket,South Sudan,
2007-01-01,domestic private excluding out-of-pocket,South Sudan,
2008-01-01,domestic private excluding out-of-pocket,South Sudan,
2009-01-01,domestic private excluding out-of-pocket,South Sudan,
2010-01-01,domestic private excluding out-of-pocket,South Sudan,
2011-01-01,domestic private excluding out-of-pocket,South Sudan,
2012-01-01,domestic private excluding out-of-pocket,South Sudan,
2013-01-01,domestic private excluding out-of-pocket,South Sudan,
2014-01-01,domestic private excluding out-of-pocket,South Sudan,
2015-01-01,domestic private excluding out-of-pocket,South Sudan,
2016-01-01,domestic private excluding out-of-pocket,South Sudan,
2017-01-01,domestic private excluding out-of-pocket,South Sudan,3.883
2018-01-01,domestic private excluding out-of-pocket,South Sudan,3.329
2019-01-01,domestic private excluding out-of-pocket,South Sudan,4.611
2020-01-01,domestic private excluding out-of-pocket,South Sudan,4.174
2021-01-01,domestic private excluding out-of-pocket,South Sudan,2.229
2000-01-01,domestic private excluding out-of-pocket,South Sudan,
2001-01-01,domestic private excluding out-of-pocket,South Sudan,
2002-01-01,domestic private excluding out-of-pocket,South Sudan,
2003-01-01,domestic private excluding out-of-pocket,South Sudan,
2004-01-01,domestic private excluding out-of-pocket,South Sudan,
2005-01-01,domestic private excluding out-of-pocket,South Sudan,
2006-01-01,domestic private excluding out-of-pocket,South Sudan,
2007-01-01,domestic private excluding out-of-pocket,South Sudan,
2008-01-01,domestic private excluding out-of-pocket,South Sudan,
2009-01-01,domestic private excluding out-of-pocket,South Sudan,
2010-01-01,domestic private excluding out-of-pocket,South Sudan,
2011-01-01,domestic private excluding out-of-pocket,South Sudan,
2012-01-01,domestic private excluding out-of-pocket,South Sudan,
2013-01-01,domestic private excluding out-of-pocket,South Sudan,
2014-01-01,domestic private excluding out-of-pocket,South Sudan,
2015-01-01,domestic private excluding out-of-pocket,South Sudan,
2016-01-01,domestic private excluding out-of-pocket,South Sudan,
2017-01-01,domestic private excluding out-of-pocket,South Sudan,41.39
2018-01-01,domestic private excluding out-of-pocket,South Sudan,34.608
2019-01-01,domestic private excluding out-of-pocket,South Sudan,48.178
2020-01-01,domestic private excluding out-of-pocket,South Sudan,44.269
2021-01-01,domestic private excluding out-of-pocket,South Sudan,23.959
2000-01-01,domestic private excluding out-of-pocket,South Sudan,
2001-01-01,domestic private excluding out-of-pocket,South Sudan,
2002-01-01,domestic private excluding out-of-pocket,South Sudan,
2003-01-01,domestic private excluding out-of-pocket,South Sudan,
2004-01-01,domestic private excluding out-of-pocket,South Sudan,
2005-01-01,domestic private excluding out-of-pocket,South Sudan,
2006-01-01,domestic private excluding out-of-pocket,South Sudan,
2007-01-01,domestic private excluding out-of-pocket,South Sudan,
2008-01-01,domestic private excluding out-of-pocket,South Sudan,
2009-01-01,domestic private excluding out-of-pocket,South Sudan,
2010-01-01,domestic private excluding out-of-pocket,South Sudan,
2011-01-01,domestic private excluding out-of-pocket,South Sudan,
2012-01-01,domestic private excluding out-of-pocket,South Sudan,
2013-01-01,domestic private excluding out-of-pocket,South Sudan,
2014-01-01,domestic private excluding out-of-pocket,South Sudan,
2015-01-01,domestic private excluding out-of-pocket,South Sudan,
2016-01-01,domestic private excluding out-of-pocket,South Sudan,
2017-01-01,domestic private excluding out-of-pocket,South Sudan,0.678
2018-01-01,domestic private excluding out-of-pocket,South Sudan,0.579
2019-01-01,domestic private excluding out-of-pocket,South Sudan,0.8
2020-01-01,domestic private excluding out-of-pocket,South Sudan,0.786
2021-01-01,domestic private excluding out-of-pocket,South Sudan,0.404
2000-01-01,domestic private excluding out-of-pocket,South Sudan,
2001-01-01,domestic private excluding out-of-pocket,South Sudan,
2002-01-01,domestic private excluding out-of-pocket,South Sudan,
2003-01-01,domestic private excluding out-of-pocket,South Sudan,
2004-01-01,domestic private excluding out-of-pocket,South Sudan,
2005-01-01,domestic private excluding out-of-pocket,South Sudan,
2006-01-01,domestic private excluding out-of-pocket,South Sudan,
2007-01-01,domestic private excluding out-of-pocket,South Sudan,
2008-01-01,domestic private excluding out-of-pocket,South Sudan,
2009-01-01,domestic private excluding out-of-pocket,South Sudan,
2010-01-01,domestic private excluding out-of-pocket,South Sudan,
2011-01-01,domestic private excluding out-of-pocket,South Sudan,
2012-01-01,domestic private excluding out-of-pocket,South Sudan,
2013-01-01,domestic private excluding out-of-pocket,South Sudan,
2014-01-01,domestic private excluding out-of-pocket,South Sudan,
2015-01-01,domestic private excluding out-of-pocket,South Sudan,
2016-01-01,domestic private excluding out-of-pocket,South Sudan,
2017-01-01,domestic private excluding out-of-pocket,South Sudan,4.07
2018-01-01,domestic private excluding out-of-pocket,South Sudan,5.45
2019-01-01,domestic private excluding out-of-pocket,South Sudan,8.13
2020-01-01,domestic private excluding out-of-pocket,South Sudan,7.68
2021-01-01,domestic private excluding out-of-pocket,South Sudan,6.44
2000-01-01,domestic private excluding out-of-pocket,Togo,1.858
2001-01-01,domestic private excluding out-of-pocket,Togo,1.853
2002-01-01,domestic private excluding out-of-pocket,Togo,1.863
2003-01-01,domestic private excluding out-of-pocket,Togo,1.924
2004-01-01,domestic private excluding out-of-pocket,Togo,1.893
2005-01-01,domestic private excluding out-of-pocket,Togo,1.847
2006-01-01,domestic private excluding out-of-pocket,Togo,1.875
2007-01-01,domestic private excluding out-of-pocket,Togo,1.835
2008-01-01,domestic private excluding out-of-pocket,Togo,1.894
2009-01-01,domestic private excluding out-of-pocket,Togo,1.89
2010-01-01,domestic private excluding out-of-pocket,Togo,1.954
2011-01-01,domestic private excluding out-of-pocket,Togo,1.959
2012-01-01,domestic private excluding out-of-pocket,Togo,1.952
2013-01-01,domestic private excluding out-of-pocket,Togo,2.184
2014-01-01,domestic private excluding out-of-pocket,Togo,2.995
2015-01-01,domestic private excluding out-of-pocket,Togo,3.287
2016-01-01,domestic private excluding out-of-pocket,Togo,3.772
2017-01-01,domestic private excluding out-of-pocket,Togo,4.285
2018-01-01,domestic private excluding out-of-pocket,Togo,5.112
2019-01-01,domestic private excluding out-of-pocket,Togo,5.311
2020-01-01,domestic private excluding out-of-pocket,Togo,3.37
2021-01-01,domestic private excluding out-of-pocket,Togo,2.646
2000-01-01,domestic private excluding out-of-pocket,Togo,9.306
2001-01-01,domestic private excluding out-of-pocket,Togo,9.534
2002-01-01,domestic private excluding out-of-pocket,Togo,9.838
2003-01-01,domestic private excluding out-of-pocket,Togo,10.429
2004-01-01,domestic private excluding out-of-pocket,Togo,10.537
2005-01-01,domestic private excluding out-of-pocket,Togo,10.549
2006-01-01,domestic private excluding out-of-pocket,Togo,11.012
2007-01-01,domestic private excluding out-of-pocket,Togo,11.099
2008-01-01,domestic private excluding out-of-pocket,Togo,11.784
2009-01-01,domestic private excluding out-of-pocket,Togo,12.096
2010-01-01,domestic private excluding out-of-pocket,Togo,12.838
